MAE,RMSE,masked_MAPE
2.2398110389709474,6.7150492668151855,0.35352267026901246
2.369989585876465,7.532808780670166,0.35491840839385985
2.520707893371582,8.423651695251465,0.35492596626281736
2.672497797012329,9.135724830627442,0.3593003511428833
2.8062512397766115,9.876785469055175,0.36408236622810364
2.9673299312591555,10.869662666320801,0.3733666479587555
3.0792359828948976,11.867323684692384,0.37289820313453675
3.1718891143798826,12.539324760437012,0.37348740696907046
3.1967790126800537,12.705495452880859,0.37389655113220216
3.215357255935669,12.616018295288086,0.3772068917751312
3.2396557331085205,12.542788887023926,0.3823498606681824
3.333655309677124,12.815172004699708,0.39719114899635316
