MAE,RMSE
2.2937085151672365,6.907180404663086
2.3611295223236084,7.331556510925293
2.4779207706451416,8.11793394088745
2.577055883407593,8.527064514160156
2.637753200531006,8.835315322875976
2.6621463298797607,8.988481712341308
2.687001132965088,9.148117065429688
2.7035059928894043,9.264634132385254
2.7052639961242675,9.383949661254883
2.7292963027954102,9.464062690734863
2.763394355773926,9.630669021606446
2.8285824775695803,9.935816192626953
