MAE,RMSE,masked_MAPE
2.396351718902588,7.228126907348633,0.42852090001106263
2.493491792678833,7.739346313476562,0.42389405369758604
2.6613667011260986,8.8331298828125,0.4318109691143036
2.836725950241089,9.917422103881837,0.4299027740955353
3.006395864486694,10.984126663208007,0.4318517744541168
3.1187846660614014,11.893703651428222,0.44181357622146605
3.238045406341553,12.505108070373534,0.4560835242271423
3.264393711090088,12.803312492370605,0.4582681000232697
3.2741671085357664,12.909272003173829,0.4607132911682129
3.334521675109863,13.0466739654541,0.4706536531448364
3.370981502532959,13.282673835754395,0.4769877314567566
3.5035130977630615,13.955523681640624,0.48245850801467893
