MAE,RMSE,masked_MAPE
2.4068434715270994,7.350308418273926,0.44027398228645326
2.5253409862518312,7.83496675491333,0.44553967118263244
2.6914173126220704,8.75873908996582,0.447197699546814
2.824830102920532,9.46700839996338,0.4476248323917389
2.907821273803711,10.225311088562012,0.44024079442024233
3.042871427536011,10.94812068939209,0.44819892644882203
3.1284939765930178,11.617144012451172,0.4536744594573975
3.1787217617034913,12.164887619018554,0.46049835681915285
3.2477190494537354,12.533433532714843,0.47614034414291384
3.277919626235962,12.813163948059081,0.47549588680267335
3.325773763656616,13.073391342163086,0.4804050862789154
3.4379883766174317,13.587999725341797,0.49954099059104917
