2024-04-19 16:00:32 INFO     Saving logs in: ./logs\CHI\04_19\CP_16_00_32
2024-04-19 16:00:33 INFO     	 (140602, 26, 140602)
2024-04-19 16:55:02 INFO     	 Epoch 117 | average valid loss: 0.0360
2024-04-19 16:55:09 INFO     	 Epoch 118 | average train loss: 0.0163
2024-04-19 16:55:09 INFO     	 Epoch 118 | average valid loss: 0.0363
2024-04-19 16:55:16 INFO     	 Epoch 119 | average train loss: 0.0162
2024-04-19 16:55:16 INFO     	 Epoch 119 | average valid loss: 0.0368
2024-04-19 16:56:44 INFO     	 valid MR: 4941.97 | MRR: 0.256 | H@1: 0.187 | H@3: 0.301 | H@10: 0.376
2024-04-19 16:56:44 INFO     	 Saving model at epoch 119 in ./logs\CHI\04_19\CP_16_00_32
2024-04-19 16:56:51 INFO     	 Epoch 120 | average train loss: 0.0163
2024-04-19 16:56:51 INFO     	 Epoch 120 | average valid loss: 0.0374
2024-04-19 16:56:58 INFO     	 Epoch 121 | average train loss: 0.0162
2024-04-19 16:56:58 INFO     	 Epoch 121 | average valid loss: 0.0377
2024-04-19 16:57:05 INFO     	 Epoch 122 | average train loss: 0.0162
2024-04-19 16:57:05 INFO     	 Epoch 122 | average valid loss: 0.0381
2024-04-19 16:58:38 INFO     	 valid MR: 4983.56 | MRR: 0.257 | H@1: 0.188 | H@3: 0.302 | H@10: 0.377
2024-04-19 16:58:38 INFO     	 Saving model at epoch 122 in ./logs\CHI\04_19\CP_16_00_32
2024-04-19 16:58:45 INFO     	 Epoch 123 | average train loss: 0.0162
2024-04-19 16:58:45 INFO     	 Epoch 123 | average valid loss: 0.0385
2024-04-19 16:58:52 INFO     	 Epoch 124 | average train loss: 0.0162
2024-04-19 16:58:52 INFO     	 Epoch 124 | average valid loss: 0.0390
2024-04-19 16:58:59 INFO     	 Epoch 125 | average train loss: 0.0162
2024-04-19 16:58:59 INFO     	 Epoch 125 | average valid loss: 0.0397
2024-04-19 17:00:36 INFO     	 valid MR: 5040.49 | MRR: 0.257 | H@1: 0.188 | H@3: 0.303 | H@10: 0.377
2024-04-19 17:00:36 INFO     	 Saving model at epoch 125 in ./logs\CHI\04_19\CP_16_00_32
2024-04-19 17:00:44 INFO     	 Epoch 126 | average train loss: 0.0161
2024-04-19 17:00:44 INFO     	 Epoch 126 | average valid loss: 0.0400
2024-04-19 17:00:51 INFO     	 Epoch 127 | average train loss: 0.0161
2024-04-19 17:00:51 INFO     	 Epoch 127 | average valid loss: 0.0403
2024-04-19 17:00:58 INFO     	 Epoch 128 | average train loss: 0.0161
2024-04-19 17:00:58 INFO     	 Epoch 128 | average valid loss: 0.0411
2024-04-19 17:02:36 INFO     	 valid MR: 5073.10 | MRR: 0.258 | H@1: 0.188 | H@3: 0.303 | H@10: 0.378
2024-04-19 17:02:36 INFO     	 Saving model at epoch 128 in ./logs\CHI\04_19\CP_16_00_32
2024-04-19 17:02:43 INFO     	 Epoch 129 | average train loss: 0.0161
2024-04-19 17:02:43 INFO     	 Epoch 129 | average valid loss: 0.0413
2024-04-19 17:02:51 INFO     	 Epoch 130 | average train loss: 0.0161
2024-04-19 17:02:51 INFO     	 Epoch 130 | average valid loss: 0.0419
2024-04-19 17:02:58 INFO     	 Epoch 131 | average train loss: 0.0161
2024-04-19 17:02:58 INFO     	 Epoch 131 | average valid loss: 0.0424
2024-04-19 17:04:38 INFO     	 valid MR: 5133.96 | MRR: 0.258 | H@1: 0.188 | H@3: 0.304 | H@10: 0.377
2024-04-19 17:04:38 INFO     	 Saving model at epoch 131 in ./logs\CHI\04_19\CP_16_00_32
2024-04-19 17:04:46 INFO     	 Epoch 132 | average train loss: 0.0161
2024-04-19 17:04:46 INFO     	 Epoch 132 | average valid loss: 0.0430
2024-04-19 17:04:53 INFO     	 Epoch 133 | average train loss: 0.0161
2024-04-19 17:04:53 INFO     	 Epoch 133 | average valid loss: 0.0435
2024-04-19 17:05:00 INFO     	 Epoch 134 | average train loss: 0.0161
2024-04-19 17:05:01 INFO     	 Epoch 134 | average valid loss: 0.0441
2024-04-19 17:06:42 INFO     	 valid MR: 5186.97 | MRR: 0.258 | H@1: 0.188 | H@3: 0.303 | H@10: 0.377
2024-04-19 17:06:42 INFO     	 Saving model at epoch 134 in ./logs\CHI\04_19\CP_16_00_32
2024-04-19 17:06:50 INFO     	 Epoch 135 | average train loss: 0.0161
2024-04-19 17:06:50 INFO     	 Epoch 135 | average valid loss: 0.0442
2024-04-19 17:06:57 INFO     	 Epoch 136 | average train loss: 0.0160
2024-04-19 17:06:57 INFO     	 Epoch 136 | average valid loss: 0.0449
2024-04-19 17:07:04 INFO     	 Epoch 137 | average train loss: 0.0160
2024-04-19 17:07:04 INFO     	 Epoch 137 | average valid loss: 0.0456
2024-04-19 17:08:46 INFO     	 valid MR: 5244.40 | MRR: 0.258 | H@1: 0.189 | H@3: 0.305 | H@10: 0.377
2024-04-19 17:08:46 INFO     	 Saving model at epoch 137 in ./logs\CHI\04_19\CP_16_00_32
2024-04-19 17:08:53 INFO     	 Epoch 138 | average train loss: 0.0160
2024-04-19 17:08:53 INFO     	 Epoch 138 | average valid loss: 0.0458
2024-04-19 17:09:00 INFO     	 Epoch 139 | average train loss: 0.0160
2024-04-19 17:09:00 INFO     	 Epoch 139 | average valid loss: 0.0462
2024-04-19 17:09:08 INFO     	 Epoch 140 | average train loss: 0.0160
2024-04-19 17:09:08 INFO     	 Epoch 140 | average valid loss: 0.0467
2024-04-19 17:10:50 INFO     	 valid MR: 5275.64 | MRR: 0.259 | H@1: 0.189 | H@3: 0.305 | H@10: 0.378
2024-04-19 17:10:50 INFO     	 Saving model at epoch 140 in ./logs\CHI\04_19\CP_16_00_32
2024-04-19 17:10:58 INFO     	 Epoch 141 | average train loss: 0.0160
2024-04-19 17:10:58 INFO     	 Epoch 141 | average valid loss: 0.0473
2024-04-19 17:11:05 INFO     	 Epoch 142 | average train loss: 0.0160
2024-04-19 17:11:05 INFO     	 Epoch 142 | average valid loss: 0.0480
2024-04-19 17:11:12 INFO     	 Epoch 143 | average train loss: 0.0160
2024-04-19 17:11:12 INFO     	 Epoch 143 | average valid loss: 0.0482
2024-04-19 17:12:54 INFO     	 valid MR: 5326.00 | MRR: 0.258 | H@1: 0.188 | H@3: 0.305 | H@10: 0.378
2024-04-19 17:13:02 INFO     	 Epoch 144 | average train loss: 0.0160
2024-04-19 17:13:02 INFO     	 Epoch 144 | average valid loss: 0.0488
2024-04-19 17:13:09 INFO     	 Epoch 145 | average train loss: 0.0159
2024-04-19 17:13:09 INFO     	 Epoch 145 | average valid loss: 0.0491
2024-04-19 17:13:16 INFO     	 Epoch 146 | average train loss: 0.0159
2024-04-19 17:13:16 INFO     	 Epoch 146 | average valid loss: 0.0498
2024-04-19 17:14:58 INFO     	 valid MR: 5380.24 | MRR: 0.258 | H@1: 0.188 | H@3: 0.305 | H@10: 0.378
2024-04-19 17:15:05 INFO     	 Epoch 147 | average train loss: 0.0159
2024-04-19 17:15:05 INFO     	 Epoch 147 | average valid loss: 0.0503
2024-04-19 17:15:12 INFO     	 Epoch 148 | average train loss: 0.0160
2024-04-19 17:15:12 INFO     	 Epoch 148 | average valid loss: 0.0506
2024-04-19 17:15:19 INFO     	 Epoch 149 | average train loss: 0.0159
2024-04-19 17:15:19 INFO     	 Epoch 149 | average valid loss: 0.0513
2024-04-19 17:17:07 INFO     	 valid MR: 5433.91 | MRR: 0.258 | H@1: 0.188 | H@3: 0.304 | H@10: 0.376
2024-04-19 17:17:07 INFO     	 Optimization finished
2024-04-19 17:17:07 INFO     	 Loading best model saved at epoch 140
2024-04-19 17:18:55 INFO     	 valid MR: 5275.64 | MRR: 0.259 | H@1: 0.189 | H@3: 0.305 | H@10: 0.378
2024-04-19 17:20:46 INFO     	 test MR: 5194.71 | MRR: 0.258 | H@1: 0.188 | H@3: 0.305 | H@10: 0.378
