MAE,RMSE,masked_MAPE
2.3979422092437743,7.240609931945801,0.4272874653339386
2.486908435821533,7.7251136779785154,0.42841473817825315
2.6622572422027586,8.756722259521485,0.4357930898666382
2.85486741065979,9.723090171813965,0.44186425805091856
2.992955207824707,10.602417373657227,0.4479604125022888
3.1261470794677733,11.463884162902833,0.4531382262706757
3.2266257762908936,12.235179138183593,0.4603769302368164
3.283588933944702,12.740064811706542,0.4629956543445587
3.3164913177490236,13.112515449523926,0.4622442662715912
3.37945876121521,13.343707084655762,0.469939523935318
3.417704629898071,13.703287315368652,0.46731758713722227
3.5634304523468017,14.308238792419434,0.4875330090522766
