MAE,RMSE,masked_MAPE
2.378971242904663,7.1109232902526855,0.38725542426109316
2.5631545543670655,8.115227794647216,0.39204697608947753
2.7517221450805662,9.238457107543946,0.3933454751968384
2.8721927642822265,10.062183952331543,0.38897220492362977
3.041982555389404,10.95947494506836,0.3966252148151398
3.1817205429077147,11.940061378479005,0.3946708500385284
3.3036928176879883,12.906154441833497,0.4046692967414856
3.3685117244720457,13.550701904296876,0.400480842590332
3.4213597774505615,13.868855285644532,0.4058838665485382
3.506556510925293,13.930259513854981,0.41904746294021605
3.558824920654297,14.005089378356933,0.41995038986206057
3.6450400352478027,14.257212829589843,0.436357706785202
